   18   1 0.94802E+00 0.93889E+00 0.93889E+00
   19   2 0.94879E+00 0.93889E+00 0.93889E+00
   20   3 0.94950E+00 0.93889E+00 0.94847E+00
   21   4 0.94984E+00 0.93889E+00 0.94887E+00
   22  -1 0.94985E+00 0.93889E+00 0.94917E+00
   23   0 0.94974E+00 0.94917E+00 0.94917E+00
   24   1 0.94977E+00 0.94917E+00 0.94917E+00
   25   2 0.94984E+00 0.94917E+00 0.94917E+00
    1  -1 0.44828E+00 0.75988E+00 0.75988E+00
    2  -1 0.77221E+00 0.75988E+00 0.75988E+00
    3  -1 0.83067E+00 0.75988E+00 0.75988E+00
    4  -1 0.86176E+00 0.75988E+00 0.75988E+00
    5   0 0.88290E+00 0.75988E+00 0.75988E+00
    6   1 0.90841E+00 0.75988E+00 0.75988E+00
    7   2 0.93195E+00 0.75988E+00 0.75988E+00
    8   3 0.94175E+00 0.75988E+00 0.91296E+00
    9   4 0.94709E+00 0.75988E+00 0.91978E+00
   10  -1 0.95052E+00 0.75988E+00 0.92485E+00
   11   0 0.95304E+00 0.92485E+00 0.92485E+00
   12   1 0.95476E+00 0.92485E+00 0.92485E+00
   13   2 0.95844E+00 0.92485E+00 0.92485E+00
   14   3 0.96165E+00 0.92485E+00 0.95531E+00
   15   4 0.96366E+00 0.92485E+00 0.95699E+00
   16  -1 0.96477E+00 0.92485E+00 0.95829E+00
   17   0 0.96535E+00 0.95829E+00 0.95829E+00
   18   1 0.96544E+00 0.95829E+00 0.95829E+00
   19   2 0.96563E+00 0.95829E+00 0.95829E+00
   20   3 0.96579E+00 0.95829E+00 0.96505E+00
   21   4 0.96585E+00 0.95829E+00 0.96529E+00
   22  -1 0.96586E+00 0.95829E+00 0.96545E+00
   23   0 0.96585E+00 0.96545E+00 0.96545E+00
   24   1 0.96587E+00 0.96545E+00 0.96545E+00
   25   2 0.96593E+00 0.96545E+00 0.96545E+00
   26   3 0.96598E+00 0.96545E+00 0.96576E+00
   27   4 0.96600E+00 0.96545E+00 0.96582E+00
   28   5 0.96599E+00 0.96545E+00 0.96587E+00
   29   6 0.96595E+00 0.96545E+00 0.96590E+00
   30   7 0.96590E+00 0.96545E+00 0.96592E+00
   31   8 0.96586E+00 0.96545E+00 0.96594E+00
   32   9 0.96584E+00 0.96545E+00 0.96594E+00
   33  10 0.96586E+00 0.96545E+00 0.96594E+00
   34  11 0.96591E+00 0.96545E+00 0.96594E+00
   35  12 0.96597E+00 0.96545E+00 0.96595E+00
   36  13 0.96599E+00 0.96545E+00 0.96595E+00
    1  -1 0.38736E+00 0.77279E+00 0.77279E+00
    2  -1 0.73081E+00 0.77279E+00 0.77279E+00
    3  -1 0.78956E+00 0.77279E+00 0.77279E+00
    4  -1 0.82349E+00 0.77279E+00 0.77279E+00
    5   0 0.84830E+00 0.77279E+00 0.77279E+00
    6   1 0.88134E+00 0.77279E+00 0.77279E+00
    7   2 0.91485E+00 0.77279E+00 0.77279E+00
    8   3 0.92776E+00 0.77279E+00 0.89054E+00
    9   4 0.93445E+00 0.77279E+00 0.89958E+00
   10  -1 0.93860E+00 0.77279E+00 0.90620E+00
   11   0 0.94169E+00 0.90620E+00 0.90620E+00
   12   1 0.94371E+00 0.90620E+00 0.90620E+00
   13   2 0.94792E+00 0.90620E+00 0.90620E+00
   14   3 0.95156E+00 0.90620E+00 0.94536E+00
   15   4 0.95387E+00 0.90620E+00 0.94706E+00
   16  -1 0.95522E+00 0.90620E+00 0.94844E+00
   17   0 0.95602E+00 0.94844E+00 0.94844E+00
   18   1 0.95620E+00 0.94844E+00 0.94844E+00
   19   2 0.95659E+00 0.94844E+00 0.94844E+00
   20   3 0.95695E+00 0.94844E+00 0.95634E+00
   21   4 0.95712E+00 0.94844E+00 0.95658E+00
   22  -1 0.95712E+00 0.94844E+00 0.95676E+00
   23   0 0.95707E+00 0.95676E+00 0.95676E+00
   24   1 0.95709E+00 0.95676E+00 0.95676E+00
   25   2 0.95716E+00 0.95676E+00 0.95676E+00
   26   3 0.95722E+00 0.95676E+00 0.95710E+00
   27   4 0.95725E+00 0.95676E+00 0.95714E+00
   28   5 0.95722E+00 0.95676E+00 0.95717E+00
   29   6 0.95717E+00 0.95676E+00 0.95720E+00
   30   7 0.95711E+00 0.95676E+00 0.95721E+00
    1  -1 0.41709E+00 0.76569E+00 0.76569E+00
    2  -1 0.76602E+00 0.76569E+00 0.76569E+00
    3  -1 0.83451E+00 0.76569E+00 0.76569E+00
    4  -1 0.86858E+00 0.76569E+00 0.76569E+00
    5   0 0.88967E+00 0.76569E+00 0.76569E+00
    6   1 0.91277E+00 0.76569E+00 0.76569E+00
    7   2 0.93183E+00 0.76569E+00 0.76569E+00
    8   3 0.93975E+00 0.76569E+00 0.91678E+00
    9   4 0.94420E+00 0.76569E+00 0.92230E+00
   10  -1 0.94702E+00 0.76569E+00 0.92640E+00
   11   0 0.94907E+00 0.92640E+00 0.92640E+00
   12   1 0.95044E+00 0.92640E+00 0.92640E+00
   13   2 0.95348E+00 0.92640E+00 0.92640E+00
   14   3 0.95625E+00 0.92640E+00 0.95111E+00
   15   4 0.95797E+00 0.92640E+00 0.95255E+00
   16  -1 0.95886E+00 0.92640E+00 0.95367E+00
   17   0 0.95925E+00 0.95367E+00 0.95367E+00
   18   1 0.95928E+00 0.95367E+00 0.95367E+00
   19   2 0.95935E+00 0.95367E+00 0.95367E+00
   20   3 0.95937E+00 0.95367E+00 0.95905E+00
   21   4 0.95936E+00 0.95367E+00 0.95917E+00
   22   5 0.95935E+00 0.95367E+00 0.95925E+00
   23   6 0.95937E+00 0.95367E+00 0.95929E+00
   24  -1 0.95941E+00 0.95367E+00 0.95932E+00
   25   0 0.95945E+00 0.95932E+00 0.95932E+00
   26   1 0.95945E+00 0.95932E+00 0.95932E+00
   27   2 0.95946E+00 0.95932E+00 0.95932E+00
   28   3 0.95946E+00 0.95932E+00 0.95943E+00
   29   4 0.95946E+00 0.95932E+00 0.95945E+00
   30   5 0.95943E+00 0.95932E+00 0.95946E+00
   31   6 0.95941E+00 0.95932E+00 0.95947E+00
   32   7 0.95939E+00 0.95932E+00 0.95947E+00
   33   8 0.95940E+00 0.95932E+00 0.95947E+00
    1  -1 0.38560E+00 0.76752E+00 0.76752E+00
    2  -1 0.74174E+00 0.76752E+00 0.76752E+00
    3  -1 0.80078E+00 0.76752E+00 0.76752E+00
    4  -1 0.83417E+00 0.76752E+00 0.76752E+00
    5   0 0.85812E+00 0.76752E+00 0.76752E+00
    6   1 0.88907E+00 0.76752E+00 0.76752E+00
    7   2 0.91945E+00 0.76752E+00 0.76752E+00
    8   3 0.93146E+00 0.76752E+00 0.89692E+00
    9   4 0.93777E+00 0.76752E+00 0.90531E+00
   10  -1 0.94177E+00 0.76752E+00 0.91148E+00
   11   0 0.94476E+00 0.91148E+00 0.91148E+00
   12   1 0.94673E+00 0.91148E+00 0.91148E+00
   13   2 0.95090E+00 0.91148E+00 0.91148E+00
   14   3 0.95452E+00 0.91148E+00 0.94827E+00
   15   4 0.95680E+00 0.91148E+00 0.94998E+00
   16  -1 0.95811E+00 0.91148E+00 0.95136E+00
   17   0 0.95887E+00 0.95136E+00 0.95136E+00
   18   1 0.95902E+00 0.95136E+00 0.95136E+00
   19   2 0.95937E+00 0.95136E+00 0.95136E+00
   20   3 0.95967E+00 0.95136E+00 0.95908E+00
   21   4 0.95980E+00 0.95136E+00 0.95931E+00
   22  -1 0.95980E+00 0.95136E+00 0.95948E+00
   23   0 0.95976E+00 0.95948E+00 0.95948E+00
   24   1 0.95979E+00 0.95948E+00 0.95948E+00
   25   2 0.95985E+00 0.95948E+00 0.95948E+00
   26   3 0.95991E+00 0.95948E+00 0.95978E+00
   27   4 0.95994E+00 0.95948E+00 0.95983E+00
   28   5 0.95992E+00 0.95948E+00 0.95986E+00
   29   6 0.95986E+00 0.95948E+00 0.95988E+00
   30   7 0.95981E+00 0.95948E+00 0.95990E+00
   31   8 0.95977E+00 0.95948E+00 0.95990E+00
   32   9 0.95977E+00 0.95948E+00 0.95990E+00
    1  -1 0.35480E+00 0.76781E+00 0.76781E+00
    2  -1 0.70803E+00 0.76781E+00 0.76781E+00
    3  -1 0.76966E+00 0.76781E+00 0.76781E+00
    4  -1 0.80569E+00 0.76781E+00 0.76781E+00
    5   0 0.83220E+00 0.76781E+00 0.76781E+00
    6   1 0.86797E+00 0.76781E+00 0.76781E+00
    7   2 0.90429E+00 0.76781E+00 0.76781E+00
    8   3 0.91793E+00 0.76781E+00 0.87837E+00
    9   4 0.92499E+00 0.76781E+00 0.88800E+00
   10  -1 0.92934E+00 0.76781E+00 0.89502E+00
   11   0 0.93255E+00 0.89502E+00 0.89502E+00
   12   1 0.93463E+00 0.89502E+00 0.89502E+00
   13   2 0.93892E+00 0.89502E+00 0.89502E+00
   14   3 0.94259E+00 0.89502E+00 0.93647E+00
   15   4 0.94491E+00 0.89502E+00 0.93816E+00
   16  -1 0.94629E+00 0.89502E+00 0.93953E+00
   17   0 0.94712E+00 0.93953E+00 0.93953E+00
   18   1 0.94732E+00 0.93953E+00 0.93953E+00
   19   2 0.94777E+00 0.93953E+00 0.93953E+00
   20   3 0.94818E+00 0.93953E+00 0.94757E+00
   21   4 0.94837E+00 0.93953E+00 0.94781E+00
   22  -1 0.94836E+00 0.93953E+00 0.94800E+00
   23   0 0.94829E+00 0.94800E+00 0.94800E+00
   24   1 0.94832E+00 0.94800E+00 0.94800E+00
   25   2 0.94839E+00 0.94800E+00 0.94800E+00
   26   3 0.94846E+00 0.94800E+00 0.94835E+00
   27   4 0.94849E+00 0.94800E+00 0.94839E+00
    1  -1 0.40331E+00 0.75879E+00 0.75879E+00
    2  -1 0.75124E+00 0.75879E+00 0.75879E+00
    3  -1 0.81592E+00 0.75879E+00 0.75879E+00
    4  -1 0.84879E+00 0.75879E+00 0.75879E+00
    5   0 0.87015E+00 0.75879E+00 0.75879E+00
    6   1 0.89500E+00 0.75879E+00 0.75879E+00
    7   2 0.91710E+00 0.75879E+00 0.75879E+00
    8   3 0.92632E+00 0.75879E+00 0.90073E+00
    9   4 0.93142E+00 0.75879E+00 0.90705E+00
   10  -1 0.93469E+00 0.75879E+00 0.91175E+00
   11   0 0.93710E+00 0.91175E+00 0.91175E+00
   12   1 0.93872E+00 0.91175E+00 0.91175E+00
   13   2 0.94224E+00 0.91175E+00 0.91175E+00
   14   3 0.94541E+00 0.91175E+00 0.94017E+00
   15   4 0.94734E+00 0.91175E+00 0.94168E+00
   16  -1 0.94837E+00 0.91175E+00 0.94287E+00
   17   0 0.94888E+00 0.94287E+00 0.94287E+00
   18   1 0.94894E+00 0.94287E+00 0.94287E+00
   19   2 0.94906E+00 0.94287E+00 0.94287E+00
   20   3 0.94915E+00 0.94287E+00 0.94896E+00
   21   4 0.94916E+00 0.94287E+00 0.94906E+00
   22   5 0.94915E+00 0.94287E+00 0.94912E+00
   23   6 0.94916E+00 0.94287E+00 0.94916E+00
   24  -1 0.94917E+00 0.94287E+00 0.94918E+00
   25   0 0.94921E+00 0.94918E+00 0.94918E+00
   26   1 0.94922E+00 0.94918E+00 0.94918E+00
   27   2 0.94925E+00 0.94918E+00 0.94918E+00
   28   3 0.94926E+00 0.94918E+00 0.94924E+00
    1  -1 0.38892E+00 0.75941E+00 0.75941E+00
    2  -1 0.71677E+00 0.75941E+00 0.75941E+00
    3  -1 0.77716E+00 0.75941E+00 0.75941E+00
    4  -1 0.81223E+00 0.75941E+00 0.75941E+00
    5   0 0.83805E+00 0.75941E+00 0.75941E+00
    6   1 0.87262E+00 0.75941E+00 0.75941E+00
    7   2 0.90786E+00 0.75941E+00 0.75941E+00
    8   3 0.92162E+00 0.75941E+00 0.88207E+00
    9   4 0.92876E+00 0.75941E+00 0.89166E+00
   10  -1 0.93327E+00 0.75941E+00 0.89871E+00
   11   0 0.93663E+00 0.89871E+00 0.89871E+00
   12   1 0.93885E+00 0.89871E+00 0.89871E+00
   13   2 0.94342E+00 0.89871E+00 0.89871E+00
   14   3 0.94727E+00 0.89871E+00 0.94072E+00
   15   4 0.94969E+00 0.89871E+00 0.94251E+00
   16  -1 0.95114E+00 0.89871E+00 0.94396E+00
   17   0 0.95202E+00 0.94396E+00 0.94396E+00
   18   1 0.95224E+00 0.94396E+00 0.94396E+00
   19   2 0.95274E+00 0.94396E+00 0.94396E+00
   20   3 0.95321E+00 0.94396E+00 0.95248E+00
   21   4 0.95343E+00 0.94396E+00 0.95277E+00
   22  -1 0.95343E+00 0.94396E+00 0.95298E+00
   23   0 0.95337E+00 0.95298E+00 0.95298E+00
   24   1 0.95340E+00 0.95298E+00 0.95298E+00
   25   2 0.95347E+00 0.95298E+00 0.95298E+00
   26   3 0.95353E+00 0.95298E+00 0.95342E+00
   27   4 0.95355E+00 0.95298E+00 0.95346E+00
   28   5 0.95353E+00 0.95298E+00 0.95349E+00
   29   6 0.95347E+00 0.95298E+00 0.95351E+00
    1  -1 0.30365E+00 0.76278E+00 0.76278E+00
    2  -1 0.69607E+00 0.76278E+00 0.76278E+00
    3  -1 0.75957E+00 0.76278E+00 0.76278E+00
    4  -1 0.79710E+00 0.76278E+00 0.76278E+00
    5   0 0.82454E+00 0.76278E+00 0.76278E+00
    6   1 0.86083E+00 0.76278E+00 0.76278E+00
    7   2 0.89597E+00 0.76278E+00 0.76278E+00
    8   3 0.90862E+00 0.76278E+00 0.87097E+00
    9   4 0.91523E+00 0.76278E+00 0.88020E+00
   10  -1 0.91925E+00 0.76278E+00 0.88688E+00
   11   0 0.92224E+00 0.88688E+00 0.88688E+00
   12   1 0.92416E+00 0.88688E+00 0.88688E+00
   13   2 0.92815E+00 0.88688E+00 0.88688E+00
   14   3 0.93157E+00 0.88688E+00 0.92597E+00
   15   4 0.93371E+00 0.88688E+00 0.92754E+00
   16  -1 0.93496E+00 0.88688E+00 0.92881E+00
   17   0 0.93568E+00 0.92881E+00 0.92881E+00
   18   1 0.93584E+00 0.92881E+00 0.92881E+00
   19   2 0.93618E+00 0.92881E+00 0.92881E+00
   20   3 0.93648E+00 0.92881E+00 0.93605E+00
   21   4 0.93661E+00 0.92881E+00 0.93624E+00
   22   5 0.93659E+00 0.92881E+00 0.93638E+00
    1  -1 0.39489E+00 0.74928E+00 0.74928E+00
    2  -1 0.72232E+00 0.74928E+00 0.74928E+00
    3  -1 0.78069E+00 0.74928E+00 0.74928E+00
    4  -1 0.81375E+00 0.74928E+00 0.74928E+00
    5   0 0.83755E+00 0.74928E+00 0.74928E+00
    6   1 0.86827E+00 0.74928E+00 0.74928E+00
    7   2 0.89832E+00 0.74928E+00 0.74928E+00
    8   3 0.91011E+00 0.74928E+00 0.87632E+00
    9   4 0.91625E+00 0.74928E+00 0.88460E+00
   10  -1 0.92013E+00 0.74928E+00 0.89067E+00
   11   0 0.92302E+00 0.89067E+00 0.89067E+00
   12   1 0.92492E+00 0.89067E+00 0.89067E+00
   13   2 0.92890E+00 0.89067E+00 0.89067E+00
   14   3 0.93230E+00 0.89067E+00 0.92668E+00
   15   4 0.93440E+00 0.89067E+00 0.92826E+00
   16  -1 0.93558E+00 0.89067E+00 0.92953E+00
   17   0 0.93625E+00 0.92953E+00 0.92953E+00
   18   1 0.93638E+00 0.92953E+00 0.92953E+00
   19   2 0.93667E+00 0.92953E+00 0.92953E+00
   20   3 0.93693E+00 0.92953E+00 0.93656E+00
   21   4 0.93703E+00 0.92953E+00 0.93672E+00
   22   5 0.93702E+00 0.92953E+00 0.93685E+00
   23   6 0.93699E+00 0.92953E+00 0.93693E+00
   24  -1 0.93697E+00 0.92953E+00 0.93697E+00
    1  -1 0.38941E+00 0.74958E+00 0.74958E+00
    2  -1 0.75898E+00 0.74958E+00 0.74958E+00
    3  -1 0.82865E+00 0.74958E+00 0.74958E+00
    4  -1 0.86284E+00 0.74958E+00 0.74958E+00
    5   0 0.88380E+00 0.74958E+00 0.74958E+00
    6   1 0.90652E+00 0.74958E+00 0.74958E+00
    7   2 0.92525E+00 0.74958E+00 0.74958E+00
    8   3 0.93335E+00 0.74958E+00 0.91068E+00
    9   4 0.93801E+00 0.74958E+00 0.91622E+00
   10  -1 0.94105E+00 0.74958E+00 0.92039E+00
   11   0 0.94328E+00 0.92039E+00 0.92039E+00
